time,#stopislam,#notinmyname,kafir
2017-10-03,177.0,131,1783
2017-10-04,163.0,149,1809
2017-10-05,180.0,93,1729
2017-10-06,173.0,114,1923
2017-10-07,242.0,181,2107
2017-10-08,157.0,97,2006
2017-10-09,168.0,201,1862
2017-10-10,144.0,116,1884
2017-10-11,140.0,144,1873
2017-10-12,131.0,157,1960
2017-10-13,130.0,96,1838
2017-10-14,159.0,129,1794
2017-10-15,173.0,175,1716
2017-10-16,174.0,293,1562
2017-10-17,146.0,294,1790
2017-10-18,153.0,204,1934
2017-10-19,133.0,184,1936
2017-10-20,126.0,239,1819
2017-10-21,108.0,295,1913
2017-10-22,107.0,154,1922
2017-10-23,174.0,127,2120
2017-10-24,148.0,130,1665
2017-10-25,108.0,106,1821
2017-10-26,101.0,140,1787
2017-10-27,97.0,192,1728
2017-10-28,129.0,102,2010
2017-10-29,110.0,232,2596
2017-10-30,92.0,174,2216
2017-10-31,222.0,173,1962
2017-11-01,344.0,192,2446
2017-11-02,182.0,153,2229
2017-11-03,132.0,160,1951
2017-11-04,114.0,125,1945
2017-11-05,122.0,136,2031
2017-11-06,104.0,110,1993
2017-11-07,120.0,500,1846
2017-11-08,100.0,164,2249
2017-11-09,120.0,187,2120
2017-11-10,273.0,194,1867
2017-11-11,173.0,168,1877
2017-11-12,131.0,148,4335
2017-11-13,143.0,151,2440
2017-11-14,142.0,154,2294
2017-11-15,153.0,149,2670
2017-11-16,150.0,163,2060
2017-11-17,127.0,141,1862
2017-11-18,117.0,179,1978
2017-11-19,159.0,136,2229
2017-11-20,116.0,176,2340
2017-11-21,112.0,210,1964
2017-11-22,110.0,159,2076
2017-11-23,114.0,256,2023
2017-11-24,122.0,225,2608
2017-11-25,146.0,215,2394
2017-11-26,142.0,176,2290
2017-11-27,143.0,233,2012
2017-11-28,125.0,172,1856
2017-11-29,147.0,178,1966
2017-11-30,150.0,151,2631
2017-12-01,96.0,96,1871
2017-12-02,81.0,92,2119
2017-12-03,208.0,132,1839
2017-12-04,109.0,165,2168
2017-12-05,115.0,138,1808
2017-12-06,101.0,237,2110
2017-12-07,123.0,150,1801
2017-12-08,87.0,229,1713
2017-12-09,121.0,107,1873
2017-12-10,116.0,163,1803
2017-12-11,150.0,169,1711
2017-12-12,117.0,162,1737
2017-12-13,82.0,188,1697
2017-12-14,89.0,162,1684
2017-12-15,78.0,110,1620
2017-12-16,109.0,75,1850
2017-12-17,117.0,86,1845
2017-12-18,104.0,84,6659
2017-12-19,114.0,67,2812
2017-12-20,109.0,207,2263
2017-12-21,120.0,126,2012
2017-12-22,102.0,116,1933
2017-12-23,117.0,59,1905
2017-12-24,83.0,44,1880
2017-12-25,81.0,19,1983
2017-12-26,67.0,74,2020
2017-12-27,108.0,57,1738
2017-12-28,144.0,66,1883
2017-12-29,106.0,44,1966
2017-12-30,172.0,61,1986
2017-12-31,81.0,51,1887
